"month" "year" "day" "wy" "tavg" "precip" "trans" "psn"
"76" 10 1990 15 1991 14.700694 0 1.82116 0.004684
"77" 10 1990 16 1991 13.589582 0 2.033226 0.005045
"78" 10 1990 17 1991 11.922916 0 1.274341 0.003446
"79" 10 1990 18 1991 13.589582 0 1.564846 0.004155
"80" 10 1990 19 1991 8.783398 2.286 0 0.003616
"81" 10 1990 20 1991 4.145138 0 0.613177 0.001541
"82" 10 1990 21 1991 6.36736 0 0.587388 0.001633
"83" 10 1990 22 1991 9.978471 0 1.532516 0.004097
"84" 10 1990 23 1991 11.089582 0 1.384634 0.003277
"85" 10 1990 24 1991 12.756249 0 1.444047 0.003467
"86" 10 1990 25 1991 15.534027 0 1.691836 0.003771
"87" 10 1990 26 1991 14.145138 0 1.581009 0.003613
"88" 10 1990 27 1991 13.589582 0 1.571572 0.003596
"89" 10 1990 28 1991 14.422916 0 1.689451 0.003749
"90" 10 1990 29 1991 12.478471 0 1.542699 0.003527
"91" 10 1990 30 1991 11.089582 0 1.384608 0.003155
"92" 10 1990 31 1991 10.256249 0 1.24632 0.002776
"93" 11 1990 1 1991 4.061176 6.096 0 0.001
"94" 11 1990 2 1991 -1.410418 0 5e-06 -0.00183
"95" 11 1990 3 1991 -1.410418 0 1.1e-05 -0.001725
"96" 11 1990 4 1991 4.422916 0 0.789307 0.001674
"97" 11 1990 5 1991 7.756249 0 0.859273 0.002178
"98" 11 1990 6 1991 3.589582 0 0.914066 0.001714
"99" 11 1990 7 1991 -0.299306 0 0.113375 0.000231
"100" 11 1990 8 1991 1.922916 0 0.404744 0.000992
"101" 11 1990 9 1991 10.534027 0 0.866448 0.002296
"102" 11 1990 10 1991 11.645138 0 0.898715 0.002292
"103" 11 1990 11 1991 13.311805 0 1.299237 0.003253
"104" 11 1990 12 1991 12.478471 0 1.009271 0.002499
"105" 11 1990 13 1991 13.311805 0 1.117272 0.002709
"106" 11 1990 14 1991 11.645138 0 1.078931 0.002676
"107" 11 1990 15 1991 8.86736 0 0.349996 0.00017
"108" 11 1990 16 1991 11.36736 0 0.544903 0.000704
"109" 11 1990 17 1991 9.700694 0 0.657702 0.001412
"110" 11 1990 18 1991 6.645138 0 0.356335 0.000514
"111" 11 1990 19 1991 5.534027 0 0.320731 0.000502
"112" 11 1990 20 1991 1.561176 9.652 0.005338 0.000188
"113" 11 1990 21 1991 -1.965973 0 8e-06 -0.001564
"114" 11 1990 22 1991 0.534027 0 0.173398 0.000518
"115" 11 1990 23 1991 5.811805 0 0.768143 0.001949
"116" 11 1990 24 1991 12.478471 0 0.772164 0.001714
"117" 11 1990 25 1991 10.811805 0 1.03381 0.002603
"118" 11 1990 26 1991 2.394509 16.256 0.751668 0.001639
"119" 11 1990 27 1991 -4.188195 0 6e-06 -0.001402
"120" 11 1990 28 1991 0.811805 0 0.263977 0.000798
"121" 11 1990 29 1991 5.534027 0 0.369372 0.000951
"122" 11 1990 30 1991 6.645138 0 0.652534 0.001787
"123" 12 1990 1 1991 3.589582 0 0.174545 0.000221
"124" 12 1990 2 1991 3.311805 0 0.26167 0.000666
"125" 12 1990 3 1991 5.256249 0 0.486984 0.001354
"126" 12 1990 4 1991 5.534027 0 0.44462 0.001219
"127" 12 1990 5 1991 6.645138 0 0.489061 0.001309
"128" 12 1990 6 1991 7.478471 0 0.459057 0.001119
"129" 12 1990 7 1991 8.589582 0 0.62235 0.001614
"130" 12 1990 8 1991 9.145138 0 0.507947 0.001093
"131" 12 1990 9 1991 9.978471 0 0.734846 0.001849
"132" 12 1990 10 1991 9.145138 0 0.58794 0.001356
"133" 12 1990 11 1991 8.034027 0 0.434093 0.000833
"134" 12 1990 12 1991 2.116732 2.032 0 -0.00115
"135" 12 1990 13 1991 -0.661046 0.762 0 -0.001624
"136" 12 1990 14 1991 -3.354862 0 0 -0.00136
"137" 12 1990 15 1991 -0.021529 0 0.088743 0.000342
"138" 12 1990 16 1991 -6.494379 10.922 0 -0.00126
"139" 12 1990 17 1991 -6.13264 0 5e-06 -0.001136
"140" 12 1990 18 1991 -0.577084 0 0.055719 0.000212
"141" 12 1990 19 1991 -1.216602 8.382 0 -0.000346
"142" 12 1990 20 1991 -9.549935 22.606 0 -0.001037
"143" 12 1990 21 1991 -13.161046 7.62 0 -9e-04
"144" 12 1990 22 1991 -15.105491 0.762 0 -0.000806
"145" 12 1990 23 1991 -8.910418 0 0 -0.000902
"146" 12 1990 24 1991 -6.410418 0 9e-06 -0.000873
"147" 12 1990 25 1991 -2.243751 0 1.9e-05 -0.000988
"148" 12 1990 26 1991 -0.577084 0 0.034299 -3.5e-05
"149" 12 1990 27 1991 0.256249 0 0.082014 0.000673
"150" 12 1990 28 1991 1.922916 0 0.190111 0.001079
"151" 12 1990 29 1991 -2.243751 0 0.016417 -0.000678
"152" 12 1990 30 1991 -5.021529 0 8e-06 -0.000942
"153" 12 1990 31 1991 0.534027 0 0.05608 0.000454
"154" 1 1991 1 1991 5.534027 0 0.451504 0.001731
"155" 1 1991 2 1991 5.256249 0 0.411846 0.001526
"156" 1 1991 3 1991 5.534027 0 0.207868 0.000485
"157" 1 1991 4 1991 1.561176 49.022 0 -0.001402
"158" 1 1991 5 1991 -0.383268 3.048 0 -0.001309
"159" 1 1991 6 1991 2.478471 0 0.00225 0.000737
"160" 1 1991 7 1991 1.645138 0 0.090039 0.000353
"161" 1 1991 8 1991 0.256249 0 0.034795 8.9e-05
"162" 1 1991 9 1991 -1.13264 0 6e-06 -0.001177
"163" 1 1991 10 1991 -1.410418 0 5e-06 -0.00116
"164" 1 1991 11 1991 3.589582 0 0.046588 -0.000558
"165" 1 1991 12 1991 3.311805 0 0.061349 -0.000335
"166" 1 1991 13 1991 5.534027 0 0.243017 0.000588
"167" 1 1991 14 1991 5.534027 0 0.339063 0.001035
"168" 1 1991 15 1991 5.256249 0 0.708692 0.002029
"169" 1 1991 16 1991 2.478471 0 0.271929 0.000973
"170" 1 1991 17 1991 4.145138 0 0.367701 0.001191
"171" 1 1991 18 1991 4.422916 0 0.329784 0.00104
"172" 1 1991 19 1991 3.86736 0 0.506153 0.001519
"173" 1 1991 20 1991 2.200694 0 0.141839 0.000485
"174" 1 1991 21 1991 -0.105491 0.508 0 -0.000145
"175" 1 1991 22 1991 -0.577084 0 0.043624 3e-05
"176" 1 1991 23 1991 -0.299306 0 0.07134 0.000376
"177" 1 1991 24 1991 4.422916 0 0.619136 0.001826
"178" 1 1991 25 1991 3.311805 0 0.439989 0.001376
"179" 1 1991 26 1991 3.034027 0 0.475557 0.001423
"180" 1 1991 27 1991 1.36736 0 0.150767 0.000683
"181" 1 1991 28 1991 1.922916 0 0.356572 0.001187
"182" 1 1991 29 1991 0.256249 0 0.025724 -0.000133
"183" 1 1991 30 1991 3.589582 0 0.402613 0.001305
"184" 1 1991 31 1991 5.534027 0 0.560227 0.001744
"185" 2 1991 1 1991 4.700694 0 0.288229 0.00088
"186" 2 1991 2 1991 6.089582 0 0.664516 0.001997
"187" 2 1991 3 1991 2.394509 1.524 0.008548 0.000641
"188" 2 1991 4 1991 6.645138 0 0.694688 0.002075
"189" 2 1991 5 1991 6.561176 0.762 0 0.002583
"190" 2 1991 6 1991 2.756249 0 0.092563 4.1e-05
"191" 2 1991 7 1991 5.811805 0 0.579906 0.001739
"192" 2 1991 8 1991 6.645138 0 0.694678 0.00203
"193" 2 1991 9 1991 6.089582 0 0.769823 -0.005623
"194" 2 1991 10 1991 6.922916 0 0.749377 -0.005336
"195" 2 1991 11 1991 7.200694 0 0.690648 -0.00522
"196" 2 1991 12 1991 5.811805 0 0.704929 -0.004945
"197" 2 1991 13 1991 6.089582 0 0.650023 -0.004797
"198" 2 1991 14 1991 8.034027 0 0.842282 -0.004004
"199" 2 1991 15 1991 9.422916 0 1.008273 -0.003316
"200" 2 1991 16 1991 7.478471 0 1.007965 -0.00311
"201" 2 1991 17 1991 2.116732 4.318 0.184438 -0.004271
"202" 2 1991 18 1991 -2.605491 6.604 0 -0.006952
"203" 2 1991 19 1991 3.034027 0 0.252863 -0.004295
"204" 2 1991 20 1991 6.089582 0 0.825429 -0.002339
"205" 2 1991 21 1991 8.86736 0 1.201047 -0.001077
"206" 2 1991 22 1991 8.311805 0 1.592365 -0.000211
"207" 2 1991 23 1991 5.256249 0 1.053205 -0.001189
"208" 2 1991 24 1991 7.200694 0 1.11198 -0.000582
"209" 2 1991 25 1991 7.756249 0 1.564402 0.001271
"210" 2 1991 26 1991 7.478471 0 1.657506 0.001632
"211" 2 1991 27 1991 7.478471 0 1.204994 0.00106
"212" 2 1991 28 1991 3.783398 24.13 0 0.000134
"213" 3 1991 1 1991 -0.383268 123.698 0 -0.004424
"214" 3 1991 2 1991 -2.605491 64.516 0 -0.003986
"215" 3 1991 3 1991 0.172287 10.414 0.060181 -0.00055
"216" 3 1991 4 1991 2.672287 67.818 0 -0.001418
"217" 3 1991 5 1991 1.561176 85.09 0 -0.000834
"218" 3 1991 6 1991 -4.827713 5.588 2.2e-05 -0.002541
"219" 3 1991 7 1991 -4.188195 0 2.7e-05 -0.002246
"220" 3 1991 8 1991 -0.854862 0 0.29821 0.001208
"221" 3 1991 9 1991 3.589582 0 1.202056 0.00358
"222" 3 1991 10 1991 1.645138 0 0.572109 0.00264
"223" 3 1991 11 1991 -2.883268 31.242 0.000297 -0.001418
"224" 3 1991 12 1991 -5.021529 0 2.8e-05 -0.001329
"225" 3 1991 13 1991 -2.049935 7.874 1.4e-05 -0.001407
"226" 3 1991 14 1991 -5.661046 14.986 2.2e-05 -0.001255
"227" 3 1991 15 1991 -5.938824 21.336 4.1e-05 -0.001208
"228" 3 1991 16 1991 -7.883268 1.524 1.4e-05 -0.001125
"229" 3 1991 17 1991 -1.410418 0 0.055805 -0.000468
"230" 3 1991 18 1991 -0.661046 36.83 0 -0.00157
"231" 3 1991 19 1991 -2.605491 42.164 0 -0.001464
"232" 3 1991 20 1991 -2.327713 14.732 0 -0.001474
"233" 3 1991 21 1991 -3.994379 13.716 1.5e-05 -0.001214
"234" 3 1991 22 1991 -5.577084 0 2.8e-05 -0.001145
"235" 3 1991 23 1991 -3.077084 0 4.3e-05 -0.001215
"236" 3 1991 24 1991 -1.13264 0 0.07194 -0.000228
"237" 3 1991 25 1991 -0.105491 57.912 0.08365 0.001807
"238" 3 1991 26 1991 -6.772157 31.242 0 -0.001241
"239" 3 1991 27 1991 -5.938824 18.288 0 -0.001254
"240" 3 1991 28 1991 -3.910418 0 2.8e-05 -0.001159
"241" 3 1991 29 1991 -1.13264 0 0.073088 -0.00027
"242" 3 1991 30 1991 2.478471 0 0.934853 0.003738
"243" 3 1991 31 1991 5.811805 0 2.0794 0.005957
"244" 4 1991 1 1991 4.616732 5.08 0 0.005427
"245" 4 1991 2 1991 -1.13264 0 2.4e-05 -0.001369
"246" 4 1991 3 1991 3.589582 0 1.316396 0.004231
"247" 4 1991 4 1991 7.478471 0 2.151445 0.006413
"248" 4 1991 5 1991 10.534027 0 2.99418 0.008136
"249" 4 1991 6 1991 8.589582 0 3.464993 0.00774
"250" 4 1991 7 1991 4.145138 0 1.875183 0.00476
"251" 4 1991 8 1991 2.200694 0 1.05154 0.003348
"252" 4 1991 9 1991 4.700694 0 1.971247 0.005057
"253" 4 1991 10 1991 5.256249 0 2.870388 0.005864
"254" 4 1991 11 1991 -0.854862 0 0.231186 0.00109
"255" 4 1991 12 1991 -1.688195 0 4.2e-05 -0.00152
"256" 4 1991 13 1991 2.478471 0 1.255327 0.00363
"257" 4 1991 14 1991 3.589582 0 1.911873 0.005403
"258" 4 1991 15 1991 3.86736 0 1.828379 0.005433
"259" 4 1991 16 1991 0.256249 0 0.74575 0.00329
"260" 4 1991 17 1991 0.256249 0 0.583307 0.003086
"261" 4 1991 18 1991 0.256249 0 0.436541 0.002836
"262" 4 1991 19 1991 3.034027 0 1.801109 0.00508
"263" 4 1991 20 1991 5.256249 0 1.919289 0.006107
"264" 4 1991 21 1991 0.727843 5.588 0.083833 0.001993
"265" 4 1991 22 1991 1.36736 0 0.442369 0.00299
"266" 4 1991 23 1991 2.116732 1.778 0.488983 0.003583
"267" 4 1991 24 1991 3.034027 0 1.655088 0.004932
"268" 4 1991 25 1991 2.394509 4.572 0.648647 0.003914
"269" 4 1991 26 1991 0.811805 0 0.328884 0.002653
"270" 4 1991 27 1991 1.36736 0 0.622891 0.003349
"271" 4 1991 28 1991 3.589582 0 1.48528 0.004959
"272" 4 1991 29 1991 6.089582 0 2.376642 0.006977
"273" 4 1991 30 1991 7.478471 0 2.888191 0.008112
"274" 5 1991 1 1991 6.089582 0 4.24139 0.007723
"275" 5 1991 2 1991 -3.438824 11.176 2.8e-05 -0.001475
"276" 5 1991 3 1991 -0.105491 0.762 0.231293 0.00225
"277" 5 1991 4 1991 1.089582 0 0.659647 0.003338
"278" 5 1991 5 1991 6.36736 0 2.308977 0.007023
"279" 5 1991 6 1991 9.978471 0 3.377634 0.009632
"280" 5 1991 7 1991 8.589582 0 2.622774 0.008208
"281" 5 1991 8 1991 10.811805 0 4.276534 0.010696
"282" 5 1991 9 1991 3.311805 0 3.640566 0.005999
"283" 5 1991 10 1991 -1.772157 0.254 2.2e-05 -0.001622
"284" 5 1991 11 1991 0.450065 3.556 0.252429 0.002547
"285" 5 1991 12 1991 2.478471 0 1.303058 0.004329
"286" 5 1991 13 1991 5.811805 0 3.064835 0.007353
"287" 5 1991 14 1991 2.672287 6.858 1.522322 0.004839
"288" 5 1991 15 1991 2.478471 0 1.02268 0.004007
"289" 5 1991 16 1991 8.86736 0 3.559078 0.009413
"290" 5 1991 17 1991 3.227843 1.27 0 0.005999
"291" 5 1991 18 1991 -1.772157 1.016 0.000998 -0.001561
"292" 5 1991 19 1991 -1.688195 0 2.7e-05 -0.00155
"293" 5 1991 20 1991 2.478471 0 1.357831 0.004424
"294" 5 1991 21 1991 4.700694 0 2.243863 0.006187
"295" 5 1991 22 1991 5.534027 0 1.499714 0.005565
"296" 5 1991 23 1991 9.978471 0 4.121951 0.010363
"297" 5 1991 24 1991 12.200694 0 4.521306 0.011749
"298" 5 1991 25 1991 12.756249 0 4.973203 0.012023
"299" 5 1991 26 1991 11.645138 0 5.237042 0.01153
"300" 5 1991 27 1991 8.311805 0 3.989044 0.00922
"301" 5 1991 28 1991 8.311805 0 3.175034 0.00864
"302" 5 1991 29 1991 9.700694 0 4.416983 0.010184
"303" 5 1991 30 1991 7.478471 0 1.595865 0.005914
"304" 5 1991 31 1991 2.478471 0 1.410711 0.004168
"305" 6 1991 1 1991 7.200694 0 3.797128 0.008432
"306" 6 1991 2 1991 12.478471 0 4.360479 0.011574
"307" 6 1991 3 1991 13.589582 0 4.441067 0.011807
"308" 6 1991 4 1991 13.86736 0 4.234729 0.011628
"309" 6 1991 5 1991 13.589582 0 4.44105 0.011688
"310" 6 1991 6 1991 11.645138 0 4.494171 0.011064
"311" 6 1991 7 1991 12.478471 0 4.360441 0.011324
"312" 6 1991 8 1991 13.589582 0 4.441029 0.011573
"313" 6 1991 9 1991 14.700694 0 4.101675 0.011399
"314" 6 1991 10 1991 17.756249 0 4.693755 0.010621
"315" 6 1991 11 1991 18.86736 0 4.877669 0.009215
"316" 6 1991 12 1991 18.034027 0 4.847521 0.0101
"317" 6 1991 13 1991 16.089582 0 5.521508 0.010756
"318" 6 1991 14 1991 13.034027 0 5.284266 0.011382
"319" 6 1991 15 1991 12.478471 0 4.422079 0.010988
"320" 6 1991 16 1991 13.86736 0 4.736427 0.011449
"321" 6 1991 17 1991 14.700694 0 5.010994 0.003926
"322" 6 1991 18 1991 16.089582 0 4.813453 0.002786
"323" 6 1991 19 1991 13.86736 0 5.5511 0.002823
"324" 6 1991 20 1991 9.700694 0 4.124946 0.002751
"325" 6 1991 21 1991 9.978471 0 4.774255 0.002658
"326" 6 1991 22 1991 9.700694 0 4.124941 0.002557
"327" 6 1991 23 1991 9.978471 0 4.374944 0.002478
"328" 6 1991 24 1991 10.534027 0 4.856089 0.002416
"329" 6 1991 25 1991 8.86736 0 4.948465 0.002336
"330" 6 1991 26 1991 6.922916 0 2.41305 0.002173
"331" 6 1991 27 1991 8.227843 2.286 0 0.008221
"332" 6 1991 28 1991 6.005621 0.508 0 0.005335
"333" 6 1991 29 1991 5.727843 16.002 0 0.002984
"334" 6 1991 30 1991 7.200694 0 1.032777 0.003992
"335" 7 1991 1 1991 14.700694 0 4.586506 0.011873
"336" 7 1991 2 1991 18.86736 0 4.910327 0.00936
"337" 7 1991 3 1991 22.478471 0 3.390909 0.003227
"338" 7 1991 4 1991 23.311805 0 2.867807 0.000829
"339" 7 1991 5 1991 23.311805 0 2.867809 0.000675
"340" 7 1991 6 1991 23.034027 0 3.069118 0.000871
"341" 7 1991 7 1991 21.645138 0 4.062467 0.002894
"342" 7 1991 8 1991 18.589582 0 3.10846 0.008265
"343" 7 1991 9 1991 16.089582 0 3.891715 0.010286
"344" 7 1991 10 1991 15.256249 0 4.568594 0.010961
"345" 7 1991 11 1991 16.36736 0 4.459984 0.010516
"346" 7 1991 12 1991 18.589582 0 4.306955 0.009119
"347" 7 1991 13 1991 18.86736 0 4.76518 0.008349
"348" 7 1991 14 1991 17.478471 0 4.793149 0.009697
"349" 7 1991 15 1991 16.089582 0 4.670696 0.010466
"350" 7 1991 16 1991 15.534027 0 4.674518 0.010642
"351" 7 1991 17 1991 16.922916 0 4.833878 0.010045
"352" 7 1991 18 1991 14.422916 0 5.05099 0.010728
"353" 7 1991 19 1991 15.256249 0 4.756845 0.010545
"354" 7 1991 20 1991 12.756249 0 3.111281 0.008868
"355" 7 1991 21 1991 14.145138 0 3.882877 0.010172
"356" 7 1991 22 1991 16.089582 0 4.557285 0.010471
"357" 7 1991 23 1991 18.311805 0 4.413897 0.009166
"358" 7 1991 24 1991 18.311805 0 4.413895 0.009124
"359" 7 1991 25 1991 17.478471 0 4.676999 0.009608
"360" 7 1991 26 1991 16.922916 0 3.914185 0.010019
"361" 7 1991 27 1991 19.700694 0 3.883136 0.007508
"362" 7 1991 28 1991 20.256249 0 3.762823 0.006698
"363" 7 1991 29 1991 19.145138 0 3.979906 0.00804
"364" 7 1991 30 1991 21.36736 0 3.791278 0.00378
"365" 7 1991 31 1991 21.36736 0 3.642952 0.004246
"366" 8 1991 1 1991 17.478471 0 3.817148 0.00938
"367" 8 1991 2 1991 16.645138 0 4.45893 0.00975
"368" 8 1991 3 1991 16.645138 0 4.057134 0.009833
"369" 8 1991 4 1991 17.200694 0 5.397772 0.007996
"370" 8 1991 5 1991 13.589582 0 4.061334 0.009802
"371" 8 1991 6 1991 13.311805 0 4.246328 0.009965
"372" 8 1991 7 1991 13.311805 0 4.246326 0.010032
"373" 8 1991 8 1991 14.700694 0 4.856674 0.010149
"374" 8 1991 9 1991 18.311805 0 4.494244 0.008485
"375" 8 1991 10 1991 18.034027 0 4.374009 0.008836
"376" 8 1991 11 1991 19.145138 0 4.47572 0.007351
"377" 8 1991 12 1991 19.145138 0 3.741426 0.007727
"378" 8 1991 13 1991 16.089582 0 2.024467 0.005106
"379" 8 1991 14 1991 18.86736 0 3.942116 0.00789
"380" 8 1991 15 1991 15.534027 0 2.912252 0.007989
"381" 8 1991 16 1991 13.589582 0 2.185346 0.006276
"382" 8 1991 17 1991 13.311805 0 2.836896 0.008119
"383" 8 1991 18 1991 14.978471 0 4.148607 0.010024
"384" 8 1991 19 1991 15.811805 0 4.672878 0.009683
"385" 8 1991 20 1991 16.36736 0 4.161118 0.00944
"386" 8 1991 21 1991 16.645138 0 3.978652 0.009377
"387" 8 1991 22 1991 17.478471 0 4.401118 0.008596
"388" 8 1991 23 1991 19.700694 0 3.507253 0.006978
"389" 8 1991 24 1991 21.089582 0 3.293976 0.004734
"390" 8 1991 25 1991 20.534027 0 3.669734 0.005155
"391" 8 1991 26 1991 17.756249 0 4.50246 0.008011
"392" 8 1991 27 1991 16.645138 0 5.083579 0.008048
"393" 8 1991 28 1991 10.534027 0 3.100979 0.007701
"394" 8 1991 29 1991 12.200694 0 3.944735 0.00904
"395" 8 1991 30 1991 18.034027 0 4.054079 0.007796
"396" 8 1991 31 1991 17.200694 0 3.689939 0.008655
"397" 9 1991 1 1991 17.756249 0 3.729211 0.008424
"398" 9 1991 2 1991 19.700694 0 3.335875 0.006673
"399" 9 1991 3 1991 19.978471 0 3.418819 0.006152
"400" 9 1991 4 1991 20.256249 0 3.473215 0.005552
"401" 9 1991 5 1991 20.534027 0 3.064244 0.003987
"402" 9 1991 6 1991 18.589582 0 2.920825 0.006063
"403" 9 1991 7 1991 16.089582 0 2.824193 0.006592
"404" 9 1991 8 1991 15.534027 0 3.191858 0.007269
"405" 9 1991 9 1991 14.338954 0.254 0 0.007673
"406" 9 1991 10 1991 8.589582 0 3.203337 0.006022
"407" 9 1991 11 1991 7.756249 0 1.620087 0.004081
"408" 9 1991 12 1991 11.645138 0 3.025328 0.007221
"409" 9 1991 13 1991 13.589582 0 3.062597 0.007374
"410" 9 1991 14 1991 14.700694 0 3.096328 0.00743
"411" 9 1991 15 1991 15.534027 0 2.937718 0.007173
"412" 9 1991 16 1991 17.756249 0 3.473716 0.006553
"413" 9 1991 17 1991 18.311805 0 3.15401 0.006264
"414" 9 1991 18 1991 18.589582 0 3.236588 0.005873
"415" 9 1991 19 1991 19.978471 0 2.885073 0.004509
"416" 9 1991 20 1991 18.86736 0 3.027182 0.005465
"417" 9 1991 21 1991 17.478471 0 2.415627 0.005386
"418" 9 1991 22 1991 17.756249 0 2.53517 0.005519
"419" 9 1991 23 1991 18.311805 0 2.482817 0.005191
"420" 9 1991 24 1991 18.86736 0 2.139514 0.004304
"421" 9 1991 25 1991 19.700694 0 2.43062 0.003925
"422" 9 1991 26 1991 17.672287 1.778 0 0.005027
"423" 9 1991 27 1991 15.811805 0 2.923103 0.005891
"424" 9 1991 28 1991 16.922916 0 1.063977 0.000847
"425" 9 1991 29 1991 13.589582 0 2.332109 0.005132
"426" 9 1991 30 1991 16.089582 0 1.919843 0.004194
"427" 10 1991 1 1992 17.478471 0 2.315885 0.004798
"428" 10 1991 2 1992 17.756249 0 2.157003 0.004471
"429" 10 1991 3 1992 16.922916 0 2.786346 0.004848
"430" 10 1991 4 1992 17.756249 0 2.129215 0.004373
"431" 10 1991 5 1992 18.034027 0 2.225311 0.004284
"432" 10 1991 6 1992 17.478471 0 2.48514 0.004494
"433" 10 1991 7 1992 17.200694 0 2.127805 0.004187
"434" 10 1991 8 1992 16.089582 0 2.153638 0.004406
"435" 10 1991 9 1992 16.36736 0 2.020444 0.00416
"436" 10 1991 10 1992 16.36736 0 2.01344 0.004148
"437" 10 1991 11 1992 18.034027 0 2.33892 0.003648
"438" 10 1991 12 1992 16.645138 0 1.875625 0.003824
"439" 10 1991 13 1992 15.811805 0 1.758899 0.003646
"440" 10 1991 14 1992 16.922916 0 1.981465 0.004019
"441" 10 1991 15 1992 18.311805 0 1.580136 0.00277
"442" 10 1991 16 1992 18.034027 0 1.892422 0.003277
"443" 10 1991 17 1992 16.645138 0 1.644165 0.003165
